2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.403Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.a.i.r.JurisdictionAreaController : Fetching all jurisdiction areas
2026-04-10T05:26:11.047Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-10T05:26:11.048Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [JurisdictionCustomResponceDTO(jurisdiction=Jurisdiction(uuid=a6bf44f9-2edd-4e20-ab59-ba29f9316d41, j (truncated)...]
2026-04-10T05:26:11.048Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:26:25.258Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-10T05:26:25.258Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/45c588ef-25ad-4769-ac0a-c55f21e6347d/3a718e99-a62e-434d-9de8-9c0b293320cf", parameters={}
2026-04-10T05:26:25.258Z DEBUG 1 --- [demo] [nio-8000-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-10T05:26:25.259Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:26:25.259Z DEBUG 1 --- [demo] [nio-8000-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-10T05:26:25.259Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:26:25.271Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-10T05:26:25.271Z DEBUG 1 --- [demo] [nio-8000-exec-3] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-10T05:26:25.272Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.a.inbound.rest.PostsController   : Fetching post with ID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-10T05:26:25.272Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetching post details for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-10T05:26:25.272Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/45c588ef-25ad-4769-ac0a-c55f21e6347d/3a718e99-a62e-434d-9de8-9c0b293320cf", parameters={}
2026-04-10T05:26:25.272Z DEBUG 1 --- [demo] [nio-8000-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-10T05:26:25.277Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-10T05:26:25.277Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [[PostEnforcementDetailsDto(postId=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDAB (truncated)...]
2026-04-10T05:26:25.277Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:26:25.279Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetched post details successfully for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-10T05:26:25.279Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.a.inbound.rest.PostsController   : Fetched post: CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fileNo=342, level=b67046dc-4a39-499b-ac71-3c1751be3381, postType=49ad35ad-6d57-49ba-8dc6-1a389bc08b65, natureOfPost=3ed43872-fdf7-4a52-9094-85a0282b3d92, createdAt=2025-07-24 09:06:34.331, updatedAt=2026-02-10 11:27:55.662, jurisdictions=[a6bf44f9-2edd-4e20-ab59-ba29f9316d41], roles=[3a718e99-a62e-434d-9de8-9c0b293320cf, 1e8cb7b2-e4fc-4608-9ff5-5a9d08bd5fd9, 45e88d84-db70-4890-8863-1ce9ae406f9c], office=e011a7bb-9b66-4db2-8370-dfb23b1ca447, addressType=null, premiseNoName=Shram Bhavan 4th Floor Nr Gun House Khanpur, locality=Ahmedabad aditi test, subLocality=Khanpur, district=697e54fe-fe12-4780-8923-81d82f0452ff, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, pincode=56ea751b-343d-4942-9e20-94fb087f1059, postOffice=9d6b292b-5f65-4817-a2f7-f648528dcd57, latitude=28.5346436, longitude=77.8484795, officeEmplyoee=8399b963-a891-4488-837b-74defee21263, cityname=Ahmedabad, isActive=true, IsSameAsOffice=true, makeHod=false, postemailid=clc@yopmail.com)
2026-04-10T05:26:25.279Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-10T05:26:25.279Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fi (truncated)...]
2026-04-10T05:26:25.280Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:26:25.298Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdictions/jurisdictionbyid/a6bf44f9-2edd-4e20-ab59-ba29f9316d41", parameters={}
2026-04-10T05:26:25.299Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionController#getJurisdictionById(UUID)
2026-04-10T05:26:25.299Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-10T05:26:25.307Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdictions/jurisdictionbyid/a6bf44f9-2edd-4e20-ab59-ba29f9316d41", parameters={}
2026-04-10T05:26:25.307Z DEBUG 1 --- [demo] [io-8000-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionController#getJurisdictionById(UUID)
2026-04-10T05:26:25.307Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.a.i.rest.JurisdictionController  : Received request to fetch jurisdiction by ID: a6bf44f9-2edd-4e20-ab59-ba29f9316d41
2026-04-10T05:26:25.307Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.d.s.JurisdictionServiceImpl      : Fetching jurisdiction data for ID: a6bf44f9-2edd-4e20-ab59-ba29f9316d41
